trip,Year,month,gear,light,fleet,bait,hook,hooks,sets,SWO,BUM,lat5,lon5,lat,lon,hbf,habSWO,habBUM,season,area
216.1997.11.2.0.0.4,1997,11,216,0,2,0,0,50.8,20,41,16,0,0,-1.5,-2.5,10,3.7909e-08,1.3816e-08,4,S
216.1997.11.2.0.0.5,1997,11,216,0,2,0,0,50.8,20,45,11,0,0,-0.5,-2.5,10,3.6428e-08,1.4957e-08,4,S
216.1997.11.2.45.-40.3,1997,11,216,0,2,0,0,51,20,40,1,45,-40,46.5,-41.5,10,3.1354e-08,4.0849e-10,4,N
216.1997.12.2.10.-25.3,1997,12,216,0,2,0,0,51,20,17,12,10,-25,11.5,-26.5,10,1.7857e-08,6.8504e-09,4,N
216.1997.2.2.-10.0.7,1997,2,216,0,2,0,0,51,20,12,5,-10,0,-10.5,-2.5,10,1.6667e-08,3.4797e-09,1,S
216.1997.2.2.-5.-5.20,1997,2,216,0,2,0,0,51,20,25,10,-5,-5,-6.5,-8.5,10,2.0145e-08,6.8035e-09,1,S
216.1997.2.2.-5.-5.30,1997,2,216,0,2,0,0,22.95,9,8,3,-5,-5,-5.5,-5.5,10,2.0865e-08,6.8702e-09,1,S
216.1997.2.2.-5.-5.6,1997,2,216,0,2,0,0,51,20,19,8,-5,-5,-8.5,-9.5,10,2.0428e-08,7.0259e-09,1,S
216.1997.2.2.10.-30.1,1997,2,216,0,2,0,0,51.2,20,14,4,10,-30,11.5,-32,10,1.6558e-08,7.8901e-09,1,N
216.1997.3.2.-25.0,1997,3,216,0,2,0,0,9.72,4,8,4,-25,0,-27,-1,10,2.7009e-08,1.16385e-08,1,S
216.1997.3.2.-5.-10.6,1997,3,216,0,2,0,0,51,20,24,13,-5,-10,-7.5,-11,10,2.16985e-08,8.51825e-09,1,S
216.1997.3.2.20.-20,1997,3,216,0,2,0,0,201.45,79,82,56,20,-20,23.5,-22.5,10,1.891e-08,1.6362e-08,1,N
216.1997.3.2.30.-20.1,1997,3,216,0,2,0,0,51,20,22,10,30,-20,30.5,-23.5,10,1.719e-08,1.013e-08,1,N
216.1997.3.2.35.-25,1997,3,216,0,2,0,0,15.36,6,4,1,35,-25,38,-27.5,10,1.8429e-08,1.82825e-09,1,N
216.1997.4.2.-25.0.3,1997,4,216,0,2,0,0,51.2,20,26,11,-25,0,-26.5,3.5,10,3.0275e-08,9.2171e-09,2,S
216.1997.4.2.20.-25,1997,4,216,0,2,0,0,221.85,87,93,90,20,-25,22.5,-26.5,10,2.0227e-08,1.9951e-08,2,N
216.1997.4.2.30.-20.20,1997,4,216,0,2,0,0,51,20,13,3,30,-20,34.5,-21.5,10,1.6772e-08,2.3563e-09,2,N
216.1997.5.2.-5.5.3,1997,5,216,0,2,0,0,50.8,20,25,3,-5,5,-6.5,7.5,10,1.8675e-08,2.3257e-09,2,S
216.1997.5.2.-5.5.4,1997,5,216,0,2,0,0,50.8,20,25,1,-5,5,-5.5,8.5,10,1.9015e-08,3.5357e-09,2,S
216.1997.5.2.5.-45,1997,5,216,0,2,0,0,2.55,1,1,0,5,-45,9.5,-47.5,10,2.2834e-08,2.2291e-08,2,N
216.1997.6.2.10.-25.8,1997,6,216,0,2,0,0,51.2,20,19,9,10,-25,13.5,-26.5,10,1.6422e-08,8.0845e-09,2,N
216.1997.7.2.-20.0,1997,7,216,0,2,0,0,7.83,3,5,2,-20,0,-22.5,1.5,10,3.1779e-08,1.0898e-08,3,S
216.1997.7.2.0.-15,1997,7,216,0,2,0,0,26.2,10,13,3,0,-15,2,-17.5,10,2.48085e-08,1.0704e-08,3,N
216.1997.8.2.-15.10.1,1997,8,216,0,2,0,0,51,20,20,0,-15,10,-19.5,10.5,10,1.9385e-08,1.2733e-10,3,S
216.1997.8.2.0.-5,1997,8,216,0,2,0,0,5.36,2,1,1,0,-5,-2.5,-7,10,2.24385e-08,4.5015e-09,3,S
216.1998.1.2.35.-65,1998,1,216,0,2,0,0,21.52,8,8,8,35,-65,37,-67.5,10,2.08885e-08,2.228e-08,1,N
216.1998.1.2.5.-20.12,1998,1,216,0,2,0,0,51,20,20,11,5,-20,8.5,-24.5,10,1.9894e-08,8.2537e-09,1,N
216.1998.1.2.5.-20.22,1998,1,216,0,2,0,0,15.3,6,11,1,5,-20,9.5,-20.5,10,1.7355e-08,5.7525e-09,1,N
216.1998.10.2.15.-15.7,1998,10,216,0,2,0,0,51,20,14,4,15,-15,19.5,-19.5,10,1.549e-08,5.4956e-09,4,N
216.1998.10.2.15.-20,1998,10,216,0,2,0,0,88.9,35,31,17,15,-20,17.5,-22.5,10,1.6774e-08,7.7688e-09,4,N
216.1998.10.2.40.-45,1998,10,216,0,2,0,0,6.9,3,2,0,40,-45,41.5,-47.5,10,2.6838e-08,6.3001e-10,4,N
216.1998.11.2.-15.0.0,1998,11,216,0,2,0,0,51.2,20,45,2,-15,0,-19.5,0.5,10,3.064e-08,5.7489e-09,4,S
216.1998.12.2.-10.-10,1998,12,216,0,2,0,0,41.92,16,22,11,-10,-10,-13.5,-12,10,2.61255e-08,1.4924e-08,4,S
216.1998.12.2.-10.0,1998,12,216,0,2,0,0,19.36,8,6,0,-10,0,-12.5,1.5,10,1.80085e-08,2.1032e-09,4,S
216.1998.12.2.-15.5.7,1998,12,216,0,2,0,0,51,20,21,0,-15,5,-15.5,6.5,10,1.369e-08,4.0896e-10,4,S
216.1998.12.2.40.-50.4,1998,12,216,0,2,0,0,51.2,20,37,0,40,-50,42.5,-53.5,10,2.9496e-08,5.6617e-11,4,N
216.1998.2.2.25.-25.3,1998,2,216,0,2,0,0,51.2,20,17,21,25,-25,27.5,-27,10,1.7421e-08,1.5621e-08,1,N
216.1998.2.2.5.-25.11,1998,2,216,0,2,0,0,51,20,22,12,5,-25,6.5,-26.5,10,2.1058e-08,1.0997e-08,1,N
216.1998.2.2.5.-25.13,1998,2,216,0,2,0,0,51,20,19,6,5,-25,7.5,-29.5,10,2.1139e-08,8.9742e-09,1,N
216.1998.2.2.5.-25.22,1998,2,216,0,2,0,0,51,20,26,11,5,-25,8.5,-27.5,10,2.0786e-08,9.0673e-09,1,N
216.1998.2.2.5.-30.3,1998,2,216,0,2,0,0,51,20,26,13,5,-30,6.5,-31.5,10,2.3238e-08,1.2483e-08,1,N
216.1998.3.2.10.-20.4,1998,3,216,0,2,0,0,50.8,20,15,3,10,-20,13.5,-22.5,10,1.5056e-08,3.8693e-09,1,N
216.1998.4.2.30.-10.36,1998,4,216,0,2,0,0,51,20,19,2,30,-10,34.5,-12.5,10,1.5625e-08,1.841e-09,2,N
216.1998.5.2.-5.-20.15,1998,5,216,0,2,0,0,10.2,4,5,1,-5,-20,-5.5,-20.5,10,2.2888e-08,1.2742e-08,2,S
216.1998.5.2.15.-30,1998,5,216,0,2,0,0,9.36,4,4,2,15,-30,16.5,-32.5,10,1.92225e-08,2.1919e-08,2,N
216.1998.6.2.-5.-15.5,1998,6,216,0,2,0,0,51.2,20,29,11,-5,-15,-6.5,-17.5,10,2.3826e-08,1.3879e-08,2,S
216.1998.6.2.10.-75,1998,6,216,0,2,0,0,36.54,14,23,37,10,-75,13,-77.5,10,2.37615e-08,7.26525e-08,2,N
216.1998.6.2.35.-65,1998,6,216,0,2,0,0,43.35,17,25,11,35,-65,37.5,-68.5,10,2.2715e-08,1.0361e-08,2,N
216.1998.7.2.-15.10.3,1998,7,216,0,2,0,0,51.2,20,22,0,-15,10,-17.5,10.5,10,1.4579e-08,1.19e-10,3,S
216.1998.7.2.-25.5,1998,7,216,0,2,0,0,7.29,3,4,0,-25,5,-26.5,7.5,10,3.0473e-08,2.0165e-09,3,S
216.1998.7.2.0.-20,1998,7,216,0,2,0,0,92.88,36,36,22,0,-20,2.5,-21.5,10,2.339e-08,1.431e-08,3,N
216.1998.7.2.5.-40,1998,7,216,0,2,0,0,2.24,1,3,1,5,-40,6.5,-40.5,10,2.5871e-08,1.4107e-08,3,N
216.1998.8.2.-40.0,1998,8,216,0,2,0,0,25,10,21,0,-40,0,-42.5,-2.5,10,3.3969e-08,1.0163e-11,3,S
216.1998.8.2.0.5,1998,8,216,0,2,0,0,69.56,28,32,8,0,5,-1.5,7.5,10,2.286e-08,6.77805e-09,3,S
216.1998.9.2.-35.15.0,1998,9,216,0,2,0,0,51,20,24,1,-35,15,-39.5,15.5,10,2.6247e-08,5.6035e-10,3,S
216.1998.9.2.-35.15.15,1998,9,216,0,2,0,0,33.15,13,0,1,-35,15,-35.5,19.5,10,0,6.2194e-10,3,S
216.1998.9.2.-5.0,1998,9,216,0,2,0,0,14.04,6,1,2,-5,0,-8,2.5,10,1.86035e-08,2.22905e-09,3,S
216.1998.9.2.15.-15.5,1998,9,216,0,2,0,0,51,20,22,3,15,-15,16.5,-17.5,10,1.444e-08,2.937e-09,3,N
216.1998.9.2.15.-15.9,1998,9,216,0,2,0,0,51,20,14,1,15,-15,17.5,-18,10,1.435e-08,2.4815e-09,3,N
216.1998.9.2.20.-25,1998,9,216,0,2,0,0,10.48,4,3,5,20,-25,22,-27,10,1.9602e-08,2.88895e-08,3,N
216.1999.1.2.0.-20,1999,1,216,0,2,0,0,17.85,7,6,1,0,-20,3.5,-22.5,10,2.199e-08,1.63e-08,1,N
216.1999.1.2.25.-35,1999,1,216,0,2,0,0,11.24,4,4,1,25,-35,28.5,-36.5,10,1.84485e-08,1.8323e-08,1,N
216.1999.1.2.40.-35,1999,1,216,0,2,0,0,2.49,1,2,0,40,-35,43.5,-36.5,10,2.2696e-08,1.0845e-09,1,N
216.1999.1.2.5.-25.4,1999,1,216,0,2,0,0,51,20,30,11,5,-25,6.5,-25.5,10,2.0658e-08,1.1579e-08,1,N
216.1999.1.2.5.-25.7,1999,1,216,0,2,0,0,51,20,23,11,5,-25,7.5,-26.5,10,2.076e-08,1.1128e-08,1,N
216.1999.12.2.-5.0.18,1999,12,216,0,2,0,0,51,20,33,6,-5,0,-5.5,-3.5,10,2.4531e-08,7.2764e-09,4,S
216.1999.12.2.0.5,1999,12,216,0,2,0,0,3.01,1,1,2,0,5,-3.5,5.5,10,2.4607e-08,7.7667e-09,4,S
216.1999.12.2.45.-45,1999,12,216,0,2,0,0,140.8,55,6,0,45,-45,47.5,-47.5,10,0,0,4,N
216.1999.2.2.-10.-10,1999,2,216,0,2,0,0,48.26,19,25,19,-10,-10,-12.5,-12.5,10,2.4811e-08,1.8858e-08,1,S
216.1999.2.2.10.-25,1999,2,216,0,2,0,0,204,80,70,34,10,-25,12.5,-27,10,1.5998e-08,5.88735e-09,1,N
216.1999.3.2.5.-25.14,1999,3,216,0,2,0,0,51,20,18,4,5,-25,7.5,-26.5,10,2.0526e-08,7.6856e-09,1,N
216.1999.3.2.5.-25.23,1999,3,216,0,2,0,0,51,20,20,4,5,-25,9.5,-27.5,10,1.7531e-08,5.1827e-09,1,N
216.1999.3.2.5.-25.8,1999,3,216,0,2,0,0,51,20,26,5,5,-25,6.5,-26.5,10,2.1898e-08,9.4622e-09,1,N
216.1999.4.2.5.-20.2,1999,4,216,0,2,0,0,51.2,20,15,6,5,-20,6.5,-22,10,1.84865e-08,7.3837e-09,2,N
216.1999.5.2.-35.15,1999,5,216,0,2,0,0,11.6,5,9,1,-35,15,-38.5,19.5,10,2.6884e-08,2.0732e-09,2,S
216.1999.5.2.-5.0,1999,5,216,0,2,0,0,37.2,15,13,5,-5,0,-7.5,-2.5,10,2.0564e-08,6.6598e-09,2,S
216.1999.6.2.-15.10.5,1999,6,216,0,2,0,0,51,20,13,0,-15,10,-15.5,10.5,10,9.9114e-09,2.6113e-10,2,S
216.1999.6.2.-25.5.2,1999,6,216,0,2,0,0,51,20,34,1,-25,5,-28.5,8,10,3.0735e-08,2.23825e-09,2,S
216.1999.6.2.-35.10,1999,6,216,0,2,0,0,14.94,6,13,0,-35,10,-37,12.5,10,2.6037e-08,1.6935e-09,2,S
216.1999.6.2.-40.15.1,1999,6,216,0,2,0,0,51,20,59,0,-40,15,-44.5,16.5,10,4.8049e-08,2.3856e-11,2,S
216.1999.6.2.-40.15.15,1999,6,216,0,2,0,0,51,20,47,0,-40,15,-42.5,16.5,10,3.6119e-08,8.2675e-11,2,S
216.1999.7.2.-10.0,1999,7,216,0,2,0,0,66.56,26,24,6,-10,0,-12.5,2,10,1.6329e-08,1.3117e-09,3,S
216.1999.7.2.10.-75,1999,7,216,0,2,0,0,108.79,43,47,140,10,-75,12.5,-77.5,10,2.3022e-08,5.824e-08,3,N
216.1999.7.2.35.-20,1999,7,216,0,2,0,0,20.24,8,8,1,35,-20,38,-24.5,10,1.96355e-08,4.86925e-09,3,N
216.1999.8.2.-15.0,1999,8,216,0,2,0,0,5.26,2,5,0,-15,0,-17,3,10,1.9556e-08,2.78475e-09,3,S
216.1999.8.2.10.-35,1999,8,216,0,2,0,0,3,1,0,1,10,-35,11.5,-38.5,10,1.8861e-08,9.3941e-09,3,N
216.2000.11.2.-15.0.7,2000,11,216,0,2,0,0,51,20,21,4,-15,0,-15.5,2.5,10,2.0085e-08,2.6916e-09,4,S
216.2000.11.2.-15.5.15,2000,11,216,0,2,0,0,51,20,16,0,-15,5,-15.5,8.5,10,1.4382e-08,4.0087e-10,4,S
216.2000.11.2.-15.5.9,2000,11,216,0,2,0,0,51,20,18,1,-15,5,-17.5,8.5,10,1.8923e-08,6.4137e-10,4,S
216.2000.11.2.40.-50.2,2000,11,216,0,2,0,0,50.8,20,34,0,40,-50,42.5,-52,10,3.37275e-08,2.3923e-10,4,N
216.2000.12.2.-5.0.10,2000,12,216,0,2,0,0,51.2,20,26,4,-5,0,-5.5,-3.5,10,2.4538e-08,6.4585e-09,4,S
216.2000.12.2.-5.0.12,2000,12,216,0,2,0,0,2.54,1,2,0,-5,0,-5.5,4.5,10,1.9105e-08,4.2488e-09,4,S
216.2000.12.2.20.-40,2000,12,216,0,2,0,0,99.84,39,53,108,20,-40,22.5,-43.5,10,2.1107e-08,4.9881e-08,4,N
216.2000.12.2.40.-50.10,2000,12,216,0,2,0,0,48.45,19,0,0,40,-50,44.5,-50.5,10,0,0,4,N
216.2000.12.2.40.-50.6,2000,12,216,0,2,0,0,51,20,32,0,40,-50,42.5,-50.5,10,2.5802e-08,3.4799e-12,4,N
216.2000.12.2.5.-15,2000,12,216,0,2,0,0,21.12,8,10,4,5,-15,7.5,-16,10,1.7238e-08,7.729e-09,4,N
216.2000.2.2.10.-25.9,2000,2,216,0,2,0,0,51,20,20,3,10,-25,12.5,-26.5,10,1.5917e-08,5.8072e-09,1,N
216.2000.3.2.-5.5,2000,3,216,0,2,0,0,34.06,13,15,7,-5,5,-8.5,7.5,10,1.7688e-08,2.298e-09,1,S
216.2000.3.2.10.-25.4,2000,3,216,0,2,0,0,51,20,23,4,10,-25,14.5,-27.5,10,1.5964e-08,6.4272e-09,1,N
216.2000.3.2.30.-15,2000,3,216,0,2,0,0,253.44,99,110,18,30,-15,32.5,-17.5,10,1.6209e-08,4.32e-09,1,N
216.2000.3.2.5.-30.0,2000,3,216,0,2,0,0,51,20,30,13,5,-30,5.5,-34,10,2.49385e-08,1.4531e-08,1,N
216.2000.4.2.-15.10.0,2000,4,216,0,2,0,0,50.8,20,21,2,-15,10,-19.5,10.5,10,1.8297e-08,9.3011e-10,2,S
216.2000.4.2.-30.5,2000,4,216,0,2,0,0,27.5,11,12,3,-30,5,-33.5,8.5,10,2.6523e-08,8.2652e-09,2,S
216.2000.4.2.10.-25.3,2000,4,216,0,2,0,0,51,20,21,4,10,-25,11.5,-25.5,10,1.6575e-08,5.683e-09,2,N
216.2000.4.2.15.-20,2000,4,216,0,2,0,0,8.07,3,3,0,15,-20,15.5,-20.5,10,1.2704e-08,8.0197e-10,2,N
216.2000.4.2.35.-15,2000,4,216,0,2,0,0,170.85,67,53,4,35,-15,37.5,-17.5,10,1.5849e-08,1.5962e-09,2,N
216.2000.4.2.5.-15,2000,4,216,0,2,0,0,8.16,3,1,1,5,-15,7.5,-16.5,10,1.7965e-08,8.721e-09,2,N
216.2000.5.2.-20.5,2000,5,216,0,2,0,0,27.72,11,18,4,-20,5,-22.5,7.5,10,3.2386e-08,6.5037e-09,2,S
216.2000.5.2.-40.0.11,2000,5,216,0,2,0,0,51.2,20,43,0,-40,0,-41.5,2.5,10,3.7308e-08,2.473e-11,2,S
216.2000.5.2.5.-20.3,2000,5,216,0,2,0,0,51,20,33,5,5,-20,8.5,-22.5,10,2.065e-08,9.7286e-09,2,N
216.2000.6.2.-40.0.11,2000,6,216,0,2,0,0,50.88,20,42,0,-40,0,-40.5,-1.5,10,3.3459e-08,3.4819e-11,2,S
216.2000.6.2.-40.0.9,2000,6,216,0,2,0,0,51.12,20,54,0,-40,0,-41.5,1,10,3.6375e-08,2.73755e-11,2,S
216.2000.6.2.-40.5.1,2000,6,216,0,2,0,0,51,20,38,0,-40,5,-44.5,6.5,10,3.6244e-08,4.3271e-12,2,S
216.2000.6.2.-5.0,2000,6,216,0,2,0,0,21.96,9,13,2,-5,0,-7.5,1.5,10,2.1457e-08,6.1528e-09,2,S
216.2000.8.2.15.-25.3,2000,8,216,0,2,0,0,51.2,20,21,18,15,-25,17,-27.5,10,1.63905e-08,1.157085e-08,3,N
216.2001.1.2.10.-30.0,2001,1,216,0,2,0,0,51,20,22,9,10,-30,10.5,-33.5,10,1.6987e-08,7.8009e-09,1,N
216.2001.1.2.40.-60,2001,1,216,0,2,0,0,3.35,1,2,0,40,-60,40.5,-64.5,10,2.629e-08,5.7154e-10,1,N
216.2001.11.2.-5.-20,2001,11,216,0,2,0,0,123.36,48,63,41,-5,-20,-7.5,-22.5,10,2.3091e-08,1.8706e-08,4,S
216.2001.12.2.0.-5,2001,12,216,0,2,0,0,138.78,54,90,25,0,-5,-2.5,-7.5,10,2.7291e-08,7.4214e-09,4,S
216.2001.12.2.20.-15,2001,12,216,0,2,0,0,21.6,8,4,3,20,-15,23.5,-18.5,10,1.87255e-08,1.004245e-08,4,N
216.2001.12.2.20.-35,2001,12,216,0,2,0,0,36.54,14,21,27,20,-35,22.5,-38,10,2.12855e-08,4.88345e-08,4,N
216.2001.2.2.-5.-10,2001,2,216,0,2,0,0,163.84,64,90,29,-5,-10,-7.5,-12.5,10,2.0437e-08,9.3861e-09,1,S
216.2001.2.2.35.-35,2001,2,216,0,2,0,0,18.06,7,9,2,35,-35,37.5,-37.5,10,1.9193e-08,5.4699e-09,1,N
216.2001.3.2.-10.0,2001,3,216,0,2,0,0,99.45,39,30,3,-10,0,-12.5,2.5,10,1.6801e-08,2.3725e-09,1,S
216.2001.3.2.10.-30.6,2001,3,216,0,2,0,0,51.2,20,15,13,10,-30,14.5,-33.5,10,1.7043e-08,1.0985e-08,1,N
216.2001.3.2.15.-40,2001,3,216,0,2,0,0,31.68,12,19,22,15,-40,16.5,-42.5,10,2.0911e-08,3.6481e-08,1,N
216.2001.4.2.5.-40,2001,4,216,0,2,0,0,11.9,5,4,4,5,-40,7.5,-43.5,10,2.1972e-08,1.698e-08,2,N
216.2001.5.2.-40.0,2001,5,216,0,2,0,0,215.9,85,203,0,-40,0,-42.5,2.5,10,3.9979e-08,2.6803e-11,2,S
216.2001.6.2.0.-10,2001,6,216,0,2,0,0,10.88,4,7,4,0,-10,2.5,-13,10,2.5796e-08,1.7748e-08,2,N
216.2001.9.2.-35.15,2001,9,216,0,2,0,0,19.6,8,9,0,-35,15,-38,16,10,2.5821e-08,9.309e-10,3,S
216.2002.1.2.5.-25,2002,1,216,0,2,0,0,160.02,63,70,23,5,-25,7.5,-27.5,10,2.0841e-08,1.1929e-08,1,N
216.2002.10.2.15.-15,2002,10,216,0,2,0,0,140.25,55,40,5,15,-15,16.5,-18.5,10,1.4295e-08,2.0535e-09,4,N
216.2002.12.2.-10.5.5,2002,12,216,0,2,0,0,51.2,20,15,1,-10,5,-12.5,6,10,1.45905e-08,7.16595e-10,4,S
216.2002.12.2.25.-40,2002,12,216,0,2,0,0,89.95,35,27,51,25,-40,27.5,-43.5,10,1.9232e-08,2.8792e-08,4,N
216.2002.12.2.25.-70.4,2002,12,216,0,2,0,0,51,20,23,26,25,-70,28.5,-72.5,10,2.0908e-08,3.0582e-08,4,N
216.2002.2.2.0.-20.3,2002,2,216,0,2,0,0,51,20,25,13,0,-20,2.5,-23.5,10,2.2759e-08,1.4174e-08,1,N
216.2002.2.2.30.-55,2002,2,216,0,2,0,0,247.35,97,93,79,30,-55,32.5,-57.5,10,1.8973e-08,1.8378e-08,1,N
216.2002.3.2.5.-30,2002,3,216,0,2,0,0,53.97,21,27,9,5,-30,7.5,-32.5,10,2.1257e-08,1.0649e-08,1,N
216.2002.5.2.-25.0,2002,5,216,0,2,0,0,52.92,21,36,12,-25,0,-27.5,1.5,10,2.8108e-08,1.127e-08,2,S
216.2002.5.2.5.-20,2002,5,216,0,2,0,0,21.68,8,9,4,5,-20,8.5,-22,10,2.01335e-08,8.2443e-09,2,N
216.2002.6.2.-40.0.9,2002,6,216,0,2,0,0,50.95,20,38,0,-40,0,-41.5,3.5,10,3.4491e-08,3.2325e-11,2,S
216.2002.6.2.-40.5.20,2002,6,216,0,2,0,0,7.65,3,6,0,-40,5,-40.5,9.5,10,3.3719e-08,4.1332e-11,2,S
216.2002.6.2.-40.5.8,2002,6,216,0,2,0,0,51,20,48,0,-40,5,-42.5,5.5,10,3.7506e-08,2.369e-11,2,S
216.2002.6.2.10.-50,2002,6,216,0,2,0,0,15.6,6,7,17,10,-50,11,-50.5,10,2.3125e-08,4.9331e-08,2,N
216.2002.7.2.0.-20.2,2002,7,216,0,2,0,0,51,20,36,4,0,-20,1.5,-21.5,10,2.5566e-08,1.3556e-08,3,N
216.2002.7.2.0.-20.3,2002,7,216,0,2,0,0,51,20,33,7,0,-20,2.5,-23,10,2.4622e-08,1.26685e-08,3,N
216.2002.8.2.-30.5,2002,8,216,0,2,0,0,83.49,33,59,1,-30,5,-32.5,7.5,10,2.4642e-08,2.1605e-09,3,S
216.2002.9.2.-10.5,2002,9,216,0,2,0,0,12,5,4,0,-10,5,-11.5,7.5,10,1.5204e-08,3.5979e-10,3,S
216.2003.1.2.-5.0.8,2003,1,216,0,2,0,0,51,20,26,0,-5,0,-7.5,-2.5,10,2.1295e-08,5.5267e-09,1,S
216.2003.1.2.0.-25,2003,1,216,0,2,0,0,236.22,93,117,58,0,-25,2.5,-27.5,10,2.3421e-08,1.8569e-08,1,N
216.2003.10.2.-25.10,2003,10,216,0,2,0,0,63.5,25,38,1,-25,10,-27.5,12.5,10,3.2572e-08,9.0858e-10,4,S
216.2003.10.2.0.-25,2003,10,216,0,2,0,0,21.87,9,5,5,0,-25,-1.5,-28.5,10,2.6684e-08,1.559e-08,4,S
216.2003.12.2.-15.0.9,2003,12,216,0,2,0,0,51.2,20,16,1,-15,0,-15.5,1.5,10,1.9008e-08,2.3053e-09,4,S
216.2003.12.2.25.-70.0,2003,12,216,0,2,0,0,51.2,20,27,32,25,-70,25.5,-74.5,10,2.1056e-08,4.5224e-08,4,N
216.2003.12.2.40.-30,2003,12,216,0,2,0,0,3.07,1,1,0,40,-30,41.5,-33.5,10,2.2555e-08,1.7214e-09,4,N
216.2003.12.2.45.-25.6,2003,12,216,0,2,0,0,51,20,16,0,45,-25,47.5,-28.5,10,2.469e-08,2.4253e-10,4,N
216.2003.12.2.45.-25.8,2003,12,216,0,2,0,0,51,20,22,0,45,-25,47.5,-26.5,10,2.469e-08,2.5837e-10,4,N
216.2003.2.2.-5.-20,2003,2,216,0,2,0,0,39.45,15,15,15,-5,-20,-8.5,-22.5,10,2.4023e-08,2.2126e-08,1,S
216.2003.2.2.0.-20.9,2003,2,216,0,2,0,0,5.12,2,2,1,0,-20,4.5,-20.5,10,2.1961e-08,1.1942e-08,1,N
216.2003.2.2.5.-15,2003,2,216,0,2,0,0,26.1,10,12,1,5,-15,6.5,-18.5,10,1.8551e-08,7.23715e-09,1,N
216.2003.2.2.5.-25,2003,2,216,0,2,0,0,221.85,87,93,34,5,-25,7.5,-27.5,10,2.0943e-08,9.8928e-09,1,N
216.2003.3.2.0.0.0,2003,3,216,0,2,0,0,51.24,20,32,3,0,0,-4.5,-1.5,10,2.4962e-08,6.6453e-09,1,S
216.2003.3.2.10.-30.8,2003,3,216,0,2,0,0,38.4,15,15,4,10,-30,14.5,-31.5,10,1.7125e-08,8.4227e-09,1,N
216.2003.3.2.30.-55,2003,3,216,0,2,0,0,39.52,16,13,7,30,-55,33,-56.5,10,1.9334e-08,2.03615e-08,1,N
216.2003.4.2.-20.0,2003,4,216,0,2,0,0,59.8,23,35,13,-20,0,-22.5,1.5,10,2.9877e-08,1.4808e-08,2,S
216.2003.4.2.25.-55,2003,4,216,0,2,0,0,207.36,81,86,89,25,-55,27.5,-57.5,10,1.9722e-08,2.7421e-08,2,N
216.2003.4.2.35.-20,2003,4,216,0,2,0,0,54.6,21,20,1,35,-20,37.5,-21.5,10,1.757e-08,1.4768e-09,2,N
216.2003.4.2.5.-30,2003,4,216,0,2,0,0,51.6,20,22,6,5,-30,7.5,-32.5,10,2.1533e-08,9.6858e-09,2,N
216.2003.5.2.-35.-5,2003,5,216,0,2,0,0,3.06,1,2,0,-35,-5,-37.5,-9.5,10,2.8765e-08,3.0509e-10,2,S
216.2003.5.2.-40.15.12,2003,5,216,0,2,0,0,51.2,20,36,0,-40,15,-40.5,17.5,10,3.1279e-08,8.5367e-10,2,S
216.2003.5.2.-40.15.5,2003,5,216,0,2,0,0,51.2,20,52,0,-40,15,-43.5,19.5,10,5.1472e-08,4.4318e-11,2,S
216.2003.5.2.0.-25,2003,5,216,0,2,0,0,117.76,46,55,24,0,-25,2.5,-27.5,10,2.52895e-08,1.5827e-08,2,N
216.2003.5.2.10.-45,2003,5,216,0,2,0,0,25.4,10,11,11,10,-45,12.5,-47,10,2.1462e-08,3.8156e-08,2,N
216.2003.6.2.-40.5.24,2003,6,216,0,2,0,0,51,20,38,0,-40,5,-41.5,8.5,10,3.7419e-08,3.2773e-11,2,S
216.2003.6.2.-40.5.3,2003,6,216,0,2,0,0,51,20,39,0,-40,5,-44.5,7.5,10,3.8396e-08,3.3759e-12,2,S
216.2003.7.2.-40.5.8,2003,7,216,0,2,0,0,38.25,15,25,0,-40,5,-40.5,9.5,10,3.0801e-08,7.2952e-11,3,S
216.2004.1.2.-10.0.0,2004,1,216,0,2,0,0,51,20,24,6,-10,0,-14.5,-4.5,10,2.0896e-08,5.0783e-09,1,S
216.2004.1.2.0.-20,2004,1,216,0,2,0,0,93.24,36,33,21,0,-20,1.5,-22.5,10,2.3118e-08,1.7428e-08,1,N
216.2004.1.2.25.-40,2004,1,216,0,2,0,0,112.2,44,31,30,25,-40,27.5,-42.5,10,1.9079e-08,2.1687e-08,1,N
216.2004.1.2.30.-50,2004,1,216,0,2,0,0,80.96,32,29,18,30,-50,33,-53,10,1.9909e-08,2.06135e-08,1,N
216.2004.10.2.45.-15.6,2004,10,216,0,2,0,0,51,20,20,0,45,-15,46.5,-17.5,10,2.0378e-08,4.8204e-10,4,N
216.2004.11.2.-15.10.1,2004,11,216,0,2,0,0,51,20,13,0,-15,10,-19.5,10.5,10,1.8138e-08,1.1902e-10,4,S
216.2004.11.2.20.-15.5,2004,11,216,0,2,0,0,10.24,4,4,2,20,-15,24.5,-16.5,10,2.3354e-08,1.0243e-08,4,N
216.2004.11.2.45.-25.1,2004,11,216,0,2,0,0,51,20,20,0,45,-25,45.5,-27.5,10,2.3139e-08,6.2894e-10,4,N
216.2004.12.2.0.0.0,2004,12,216,0,2,0,0,51.38,20,24,6,0,0,-4.5,-1,10,2.47665e-08,6.9156e-09,4,S
216.2004.12.2.10.-30,2004,12,216,0,2,0,0,176.64,69,63,26,10,-30,12.5,-32.5,10,1.7224e-08,7.5477e-09,4,N
